0.000000 	 0.000000 
0.100000 	 0.000314 
0.200000 	 0.001257 
0.300000 	 0.002827 
0.400000 	 0.005027 
0.500000 	 0.007854 
0.600000 	 0.011309 
0.700000 	 0.015393 
0.800000 	 0.020105 
0.900000 	 0.025444 
1.000000 	 0.031411 
1.100000 	 0.038004 
1.200000 	 0.045224 
1.300000 	 0.053068 
1.400000 	 0.061536 
1.500000 	 0.070627 
1.600000 	 0.080338 
1.700000 	 0.090667 
1.800000 	 0.101612 
1.900000 	 0.113169 
2.000000 	 0.125333 
2.100000 	 0.138101 
2.200000 	 0.151468 
2.300000 	 0.165426 
2.400000 	 0.179970 
2.500000 	 0.195090 
2.600000 	 0.210779 
2.700000 	 0.227025 
2.800000 	 0.243818 
2.900000 	 0.261145 
3.000000 	 0.278991 
3.100000 	 0.297342 
3.200000 	 0.316179 
3.300000 	 0.335484 
3.400000 	 0.355237 
3.500000 	 0.375416 
3.600000 	 0.395994 
3.700000 	 0.416947 
3.800000 	 0.438246 
3.900000 	 0.459859 
4.000000 	 0.481754 
4.100000 	 0.503895 
4.200000 	 0.526244 
4.300000 	 0.548760 
4.400000 	 0.571401 
4.500000 	 0.594121 
4.600000 	 0.616871 
4.700000 	 0.639600 
4.800000 	 0.662254 
4.900000 	 0.684776 
5.000000 	 0.707107 
5.100000 	 0.729184 
5.200000 	 0.750942 
5.300000 	 0.772312 
5.400000 	 0.793226 
5.500000 	 0.813608 
5.600000 	 0.833385 
5.700000 	 0.852476 
5.800000 	 0.870802 
5.900000 	 0.888281 
6.000000 	 0.904827 
6.100000 	 0.920355 
6.200000 	 0.934776 
6.300000 	 0.948002 
6.400000 	 0.959942 
6.500000 	 0.970506 
6.600000 	 0.979603 
6.700000 	 0.987142 
6.800000 	 0.993031 
6.900000 	 0.997183 
7.000000 	 0.999507 
7.100000 	 0.999917 
7.200000 	 0.998330 
7.300000 	 0.994663 
7.400000 	 0.988840 
7.500000 	 0.980785 
7.600000 	 0.970431 
7.700000 	 0.957712 
7.800000 	 0.942572 
7.900000 	 0.924958 
8.000000 	 0.904827 
8.100000 	 0.882143 
8.200000 	 0.856880 
8.300000 	 0.829018 
8.400000 	 0.798551 
8.500000 	 0.765483 
8.600000 	 0.729828 
8.700000 	 0.691614 
8.800000 	 0.650880 
8.900000 	 0.607681 
9.000000 	 0.562083 
9.100000 	 0.514170 
9.200000 	 0.464038 
9.300000 	 0.411801 
9.400000 	 0.357586 
9.500000 	 0.301538 
9.600000 	 0.243818 
9.700000 	 0.184603 
9.800000 	 0.124086 
9.900000 	 0.062477 
10.000000 	 0.000000 
