0.000000 	 6.795705 
0.100000 	 6.794363 
0.200000 	 6.790341 
0.300000 	 6.783641 
0.400000 	 6.774270 
0.500000 	 6.762238 
0.600000 	 6.747556 
0.700000 	 6.730240 
0.800000 	 6.710305 
0.900000 	 6.687772 
1.000000 	 6.662662 
1.100000 	 6.635002 
1.200000 	 6.604817 
1.300000 	 6.572138 
1.400000 	 6.536998 
1.500000 	 6.499430 
1.600000 	 6.459471 
1.700000 	 6.417162 
1.800000 	 6.372544 
1.900000 	 6.325661 
2.000000 	 6.276559 
2.100000 	 6.225287 
2.200000 	 6.171895 
2.300000 	 6.116436 
2.400000 	 6.058965 
2.500000 	 5.999538 
2.600000 	 5.938215 
2.700000 	 5.875055 
2.800000 	 5.810121 
2.900000 	 5.743477 
3.000000 	 5.675189 
3.100000 	 5.605324 
3.200000 	 5.533951 
3.300000 	 5.461141 
3.400000 	 5.386965 
3.500000 	 5.311497 
3.600000 	 5.234811 
3.700000 	 5.156983 
3.800000 	 5.078089 
3.900000 	 4.998208 
4.000000 	 4.917418 
4.100000 	 4.835799 
4.200000 	 4.753432 
4.300000 	 4.670398 
4.400000 	 4.586778 
4.500000 	 4.502656 
4.600000 	 4.418114 
4.700000 	 4.333236 
4.800000 	 4.248105 
4.900000 	 4.162806 
5.000000 	 4.077423 
5.100000 	 3.992039 
5.200000 	 3.906740 
5.300000 	 3.821610 
5.400000 	 3.736732 
5.500000 	 3.652190 
5.600000 	 3.568068 
5.700000 	 3.484448 
5.800000 	 3.401414 
5.900000 	 3.319046 
6.000000 	 3.237427 
6.100000 	 3.156638 
6.200000 	 3.076756 
6.300000 	 2.997863 
6.400000 	 2.920035 
6.500000 	 2.843349 
6.600000 	 2.767880 
6.700000 	 2.693705 
6.800000 	 2.620895 
6.900000 	 2.549522 
7.000000 	 2.479657 
7.100000 	 2.411369 
7.200000 	 2.344725 
7.300000 	 2.279791 
7.400000 	 2.216631 
7.500000 	 2.155307 
7.600000 	 2.095881 
7.700000 	 2.038409 
7.800000 	 1.982951 
7.900000 	 1.929559 
8.000000 	 1.878287 
8.100000 	 1.829185 
8.200000 	 1.782301 
8.300000 	 1.737683 
8.400000 	 1.695374 
8.500000 	 1.655416 
8.600000 	 1.617848 
8.700000 	 1.582707 
8.800000 	 1.550028 
8.900000 	 1.519844 
9.000000 	 1.492183 
9.100000 	 1.467074 
9.200000 	 1.444541 
9.300000 	 1.424606 
9.400000 	 1.407289 
9.500000 	 1.392607 
9.600000 	 1.380575 
9.700000 	 1.371205 
9.800000 	 1.364505 
9.900000 	 1.360482 
10.000000 	 1.359141 
